         383171 function calls (376601 primitive calls) in 0.362 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 six.py:229(_MovedItems)
        1    0.000    0.000    0.000    0.000 six.py:322(Module_six_moves_urllib_parse)
        1    0.000    0.000    0.000    0.000 six.py:364(Module_six_moves_urllib_error)
        1    0.000    0.000    0.000    0.000 six.py:384(Module_six_moves_urllib_request)
        1    0.000    0.000    0.000    0.000 six.py:436(Module_six_moves_urllib_response)
        1    0.000    0.000    0.000    0.000 six.py:457(Module_six_moves_urllib_robotparser)
        1    0.000    0.000    0.000    0.000 decoder.py:20(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 colors.py:1186(PowerNorm)
        1    0.000    0.000    0.000    0.000 colors.py:1252(BoundaryNorm)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6299(LatinA)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6315(Cyrillic)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6319(Chinese)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6331(Hiragana)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6335(Katakana)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6339(Korean)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6343(CJK)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6351(Arabic)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6359(Devanagari)
        1    0.000    0.000    0.000    0.000 copy.py:55(Error)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1613(_UnboundedCache)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1636(_FifoCache)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2556(Token)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2564(Empty)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2574(NoMatch)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2588(Literal)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2702(CaselessLiteral)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2725(CaselessKeyword)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2807(Word)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2972(Char)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3449(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3510(WordStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3684(_ErrorStop)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3910(Each)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4120(FollowedBy)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4152(PrecededBy)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4271(_MultipleMatch)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4659(TokenConverter)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4712(Group)
        4    0.000    0.000    0.000    0.000 pyparsing.py:4824(postParse)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4802(Suppress)
        1    0.000    0.000    0.000    0.000 rcsetup.py:46(ValidateInStrings)
        3    0.000    0.000    0.000    0.000 rcsetup.py:168(validate_string_or_None)
        1    0.000    0.000    0.000    0.000 rcsetup.py:309(__init__)
        2    0.000    0.000    0.000    0.000 rcsetup.py:315(<listcomp>)
        1    0.000    0.000    0.000    0.000 rcsetup.py:308(validate_nseq_int)
        3    0.000    0.000    0.000    0.000 rcsetup.py:422(validate_fontsize_None)
        1    0.000    0.000    0.000    0.000 rcsetup.py:657(ValidateInterval)
        1    0.000    0.000    0.000    0.000 pyparsing.py:385(ParseFatalException)
        1    0.000    0.000    0.000    0.000 pyparsing.py:390(ParseSyntaxException)
        1    0.000    0.000    0.000    0.000 pyparsing.py:411(RecursiveGrammarException)
        2    0.000    0.000    0.000    0.000 pyparsing.py:784(<lambda>)
        1    0.000    0.000    0.000    0.000 __init__.py:315(Bunch)
        1    0.000    0.000    0.000    0.000 __init__.py:1274(<dictcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:1784(TimeoutError)
        1    0.000    0.000    0.000    0.000 deprecation.py:6(MatplotlibDeprecationWarning)
        1    0.000    0.000    0.000    0.000 error.py:73(ContentTooShortError)
        1    0.000    0.000    0.000    0.000 message.py:1159(EmailMessage)
        1    0.000    0.000    0.000    0.000 uu.py:39(Error)
        1    0.000    0.000    0.000    0.000 socket.py:130(_GiveupOnSendfile)
        1    0.000    0.000    0.000    0.000 calendar.py:154(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:546(different_locale)
        1    0.000    0.000    0.000    0.000 calendar.py:558(LocaleTextCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:589(LocaleHTMLCalendar)
        1    0.000    0.000    0.000    0.000 client.py:1396(HTTPException)
        1    0.000    0.000    0.000    0.000 client.py:1404(InvalidURL)
        1    0.000    0.000    0.000    0.000 client.py:1407(UnknownProtocol)
        1    0.000    0.000    0.000    0.000 client.py:1415(UnimplementedFileMode)
        1    0.000    0.000    0.000    0.000 client.py:1433(ImproperConnectionState)
        1    0.000    0.000    0.000    0.000 client.py:1436(CannotSendRequest)
        1    0.000    0.000    0.000    0.000 client.py:1439(CannotSendHeader)
        1    0.000    0.000    0.000    0.000 client.py:1442(ResponseNotReady)
        1    0.000    0.000    0.000    0.000 client.py:1445(BadStatusLine)
        1    0.000    0.000    0.000    0.000 client.py:1452(LineTooLong)
        1    0.000    0.000    0.000    0.000 parser.py:127(BytesHeaderParser)
        1    0.000    0.000    0.000    0.000 errors.py:12(MessageParseError)
        1    0.000    0.000    0.000    0.000 errors.py:16(HeaderParseError)
        1    0.000    0.000    0.000    0.000 errors.py:20(BoundaryError)
        1    0.000    0.000    0.000    0.000 errors.py:24(MultipartConversionError)
        1    0.000    0.000    0.000    0.000 errors.py:28(CharsetError)
        1    0.000    0.000    0.000    0.000 errors.py:33(MessageDefect)
        1    0.000    0.000    0.000    0.000 errors.py:47(CloseBoundaryNotFoundDefect)
        1    0.000    0.000    0.000    0.000 errors.py:50(FirstHeaderLineIsContinuationDefect)
        1    0.000    0.000    0.000    0.000 errors.py:53(MisplacedEnvelopeHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:56(MissingHeaderBodySeparatorDefect)
        1    0.000    0.000    0.000    0.000 errors.py:61(MultipartInvariantViolationDefect)
        1    0.000    0.000    0.000    0.000 errors.py:64(InvalidMultipartContentTransferEncodingDefect)
        1    0.000    0.000    0.000    0.000 errors.py:67(UndecodableBytesDefect)
        1    0.000    0.000    0.000    0.000 errors.py:70(InvalidBase64PaddingDefect)
        1    0.000    0.000    0.000    0.000 errors.py:73(InvalidBase64CharactersDefect)
        1    0.000    0.000    0.000    0.000 errors.py:76(InvalidBase64LengthDefect)
        1    0.000    0.000    0.000    0.000 errors.py:81(HeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:87(InvalidHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:90(HeaderMissingRequiredValue)
        1    0.000    0.000    0.000    0.000 errors.py:104(ObsoleteHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:107(NonASCIILocalPartDefect)
        1    0.000    0.000    0.000    0.000 _policybase.py:41(__init__)
        1    0.000    0.000    0.000    0.000 request.py:1020(HTTPBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1610(DataHandler)
        1    0.000    0.000    0.000    0.000 client.py:163(HTTPMessage)
        1    0.000    0.000    0.000    0.000 subprocess.py:57(SubprocessError)
        1    0.000    0.000    0.000    0.000 request.py:630(HTTPErrorProcessor)
        1    0.000    0.000    0.000    0.000 request.py:647(HTTPDefaultErrorHandler)
        1    0.000    0.000    0.000    0.000 inspect.py:878(EndOfBlock)
        1    0.000    0.000    0.000    0.000 inspect.py:880(BlockFinder)
        1    0.000    0.000    0.000    0.000 inspect.py:2403(_empty)
        1    0.000    0.000    0.000    0.000 decorators.py:99(skipif)
        1    0.000    0.000    0.000    0.000 environment.py:2(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:265(_parse_commandline)
        1    0.000    0.000    0.000    0.000 __init__.py:525(checkdep_usetex)
        1    0.000    0.000    0.000    0.000 utils.py:45(KnownFailureException)
        1    0.000    0.000    0.000    0.000 utils.py:1253(_Dummy)
        1    0.000    0.000    0.000    0.000 utils.py:1857(IgnoreException)
        1    0.000    0.000    0.000    0.000 argparse.py:202(_Section)
        1    0.000    0.000    0.000    0.000 argparse.py:650(RawDescriptionHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:672(ArgumentDefaultsHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:689(MetavarTypeHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:722(ArgumentError)
        1    0.000    0.000    0.000    0.000 argparse.py:742(ArgumentTypeError)
        1    0.000    0.000    0.000    0.000 argparse.py:877(_StoreConstAction)
        1    0.000    0.000    0.000    0.000 argparse.py:917(_StoreFalseAction)
        1    0.000    0.000    0.000    0.000 argparse.py:934(_AppendAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1041(_VersionAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1069(_ChoicesPseudoAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1546(_ArgumentGroup)
        1    0.000    0.000    0.000    0.000 argparse.py:1580(_MutuallyExclusiveGroup)
        1    0.000    0.000    0.000    0.000 runner.py:13(_WritelnDecorator)
        1    0.000    0.000    0.000    0.000 suite.py:317(_DebugResult)
        1    0.000    0.000    0.000    0.000 __init__.py:435(StrFormatStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:643(BufferingFormatter)
        1    0.000    0.000    0.000    0.000 __init__.py:842(createLock)
        1    0.000    0.000    0.000    0.000 __init__.py:1163(PlaceHolder)
        1    0.000    0.000    0.000    0.000 __init__.py:1205(Manager)
        1    0.000    0.000    0.000    0.000 __init__.py:1667(RootLogger)
        1    0.000    0.000    0.000    0.000 string.py:55(_TemplateMetaclass)
        1    0.000    0.000    0.000    0.000 extras.py:329(_fromnxfunction_allargs)
        1    0.000    0.000    0.000    0.000 case.py:33(_ShouldStop)
        1    0.000    0.000    0.000    0.000 case.py:38(_UnexpectedSuccess)
        1    0.000    0.000    0.000    0.000 case.py:128(_BaseTestCaseContext)
        1    0.000    0.000    0.000    0.000 case.py:137(_AssertRaisesBaseContext)
        1    0.000    0.000    0.000    0.000 case.py:221(_AssertWarnsContext)
        1    0.000    0.000    0.000    0.000 case.py:278(_CapturingHandler)
        1    0.000    0.000    0.000    0.000 case.py:341(_OrderedChainMap)
        1    0.000    0.000    0.000    0.000 dviread.py:711(Tfm)
        1    0.000    0.000    0.000    0.000 patches.py:2063(LArrow)
        1    0.000    0.000    0.000    0.000 patches.py:2116(DArrow)
        1    0.000    0.000    0.000    0.000 patches.py:2166(Round)
        1    0.000    0.000    0.000    0.000 patches.py:2379(Roundtooth)
        1    0.000    0.000    0.000    0.000 patches.py:2700(SimpleEvent)
        1    0.000    0.000    0.000    0.000 patches.py:2687(_Base)
        1    0.000    0.000    0.000    0.000 patches.py:2779(Arc3)
        1    0.000    0.000    0.000    0.000 patches.py:2915(Arc)
        1    0.000    0.000    0.000    0.000 patches.py:3009(Bar)
        1    0.000    0.000    0.000    0.000 patches.py:3355(Curve)
        1    0.000    0.000    0.000    0.000 patches.py:3421(CurveFilledA)
        1    0.000    0.000    0.000    0.000 patches.py:3461(CurveFilledAB)
        1    0.000    0.000    0.000    0.000 patches.py:3481(_Bracket)
        1    0.000    0.000    0.000    0.000 patches.py:3614(BracketB)
        1    0.000    0.000    0.000    0.000 patches.py:3664(Simple)
        1    0.000    0.000    0.000    0.000 patches.py:3846(Wedge)
        1    0.000    0.000    0.000    0.000 bezier.py:11(NonIntersectingPathException)
        1    0.000    0.000    0.000    0.000 core.py:92(MaskedArrayFutureWarning)
        1    0.000    0.000    0.000    0.000 core.py:163(MAError)
        1    0.000    0.000    0.000    0.000 core.py:171(MaskError)
        1    0.000    0.000    0.000    0.000 core.py:795(_DomainCheckInterval)
        1    0.000    0.000    0.000    0.000 core.py:828(__init__)
        3    0.000    0.000    0.000    0.000 core.py:865(__init__)
        2    0.000    0.000    0.000    0.000 core.py:881(__init__)
        1    0.000    0.000    0.000    0.000 core.py:891(_MaskedUFunc)
        1    0.000    0.000    0.000    0.000 core.py:1123(_DomainedBinaryOperation)
        1    0.000    0.000    0.000    0.000 core.py:1328(make_mask_descr)
        1    0.000    0.000    0.000    0.000 polyutils.py:58(RankWarning)
        1    0.000    0.000    0.000    0.000 polyutils.py:62(PolyError)
        1    0.000    0.000    0.000    0.000 polyutils.py:66(PolyDomainError)
        1    0.000    0.000    0.000    0.000 polyutils.py:79(PolyBase)
        1    0.000    0.000    0.000    0.000 _iotools.py:464(ConverterError)
        1    0.000    0.000    0.000    0.000 _iotools.py:472(ConverterLockError)
        1    0.000    0.000    0.000    0.000 _iotools.py:480(ConversionWarning)
        1    0.000    0.000    0.000    0.000 shutil.py:55(Error)
        1    0.000    0.000    0.000    0.000 shutil.py:58(SameFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:61(SpecialFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:65(ExecError)
        1    0.000    0.000    0.000    0.000 shutil.py:68(ReadError)
        1    0.000    0.000    0.000    0.000 shutil.py:71(RegistryError)
        1    0.000    0.000    0.000    0.000 threading.py:255(_is_owned)
        1    0.000    0.000    0.000    0.000 threading.py:499(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:721(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 threading.py:891(_set_ident)
        1    0.000    0.000    0.000    0.000 threading.py:1172(_MainThread)
        1    0.000    0.000    0.000    0.000 threading.py:1191(_DummyThread)
        1    0.000    0.000    0.000    0.000 polynomial.py:30(RankWarning)
        1    0.000    0.000    0.000    0.000 utils.py:58(_Deprecate)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:16(DummyArray)
        1    0.000    0.000    0.000    0.000 index_tricks.py:420(RClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:520(CClass)
        1    0.000    0.000    0.000    0.000 ast.py:275(NodeTransformer)
        1    0.000    0.000    0.000    0.000 index_tricks.py:251(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:209(MGridClass)
